WKT,nama,deskripsi
"POLYGON ((106.8834689 -6.2986208, 106.8836406 -6.3004123, 106.8841556 -6.3025025, 106.8852714 -6.3035262, 106.8878463 -6.3048486, 106.8896487 -6.3053178, 106.8924811 -6.305915, 106.8953135 -6.3066828, 106.8970731 -6.3074079, 106.898146 -6.3079624, 106.8992618 -6.3086449, 106.8999913 -6.3092847, 106.9008067 -6.3099672, 106.9017079 -6.3105644, 106.9023946 -6.310863, 106.9044116 -6.3110336, 106.9044116 -6.3106924, 106.9044116 -6.309498, 106.9053128 -6.3085169, 106.9047978 -6.3076212, 106.905227 -6.3065974, 106.9059995 -6.3065974, 106.9059565 -6.3041234, 106.9059995 -6.2994739, 106.9035533 -6.2994739, 106.9018367 -6.2990047, 106.8834689 -6.2986208))",TMII,
