WKT,nama,deskripsi
"POLYGON ((106.7983271 -6.2204928, 106.8031765 -6.2226686, 106.8047644 -6.224695, 106.8087984 -6.221986, 106.8084122 -6.2212394, 106.8083693 -6.2156932, 106.8062664 -6.2155866, 106.8062235 -6.2127281, 106.7982198 -6.2146693, 106.7983271 -6.2204928))",gbk,
