WKT,nama,deskripsi
"POLYGON ((106.8229357 -6.1737916, 106.823279 -6.1805328, 106.8310681 -6.1801275, 106.8306604 -6.1785062, 106.8299523 -6.1776956, 106.829845 -6.1736423, 106.829094 -6.1729169, 106.8292657 -6.1717863, 106.8290082 -6.1715729, 106.8230859 -6.1716583, 106.8229357 -6.1737916))",taman monas,
