WKT,nama,deskripsi
"POLYGON ((106.8175825 -6.3102522, 106.8177971 -6.3147097, 106.8173679 -6.3150509, 106.8164023 -6.3150509, 106.8164023 -6.3154775, 106.8164238 -6.3161386, 106.8173465 -6.31616, 106.8180117 -6.31616, 106.8184623 -6.3164159, 106.8190416 -6.3166718, 106.8190202 -6.3171197, 106.8193206 -6.317333, 106.8212089 -6.3174183, 106.8226251 -6.3172903, 106.8235907 -6.3175249, 106.8240842 -6.3176742, 106.8247065 -6.3177808, 106.8247708 -6.3183567, 106.8257793 -6.3112973, 106.8259725 -6.311276, 106.826466 -6.3113186, 106.8266591 -6.3111267, 106.8268308 -6.309783, 106.8270239 -6.3086313, 106.8267664 -6.3085673, 106.8253931 -6.308482, 106.8245777 -6.3082261, 106.8245777 -6.3072024, 106.8244919 -6.3064132, 106.823183 -6.3063492, 106.8223247 -6.3066052, 106.820608 -6.3066692, 106.8206295 -6.3062213, 106.8206724 -6.3059867, 106.8201145 -6.3054322, 106.8196854 -6.3055814, 106.8190416 -6.3053895, 106.8184837 -6.3053042, 106.8172606 -6.3051975, 106.8162736 -6.3051122, 106.8162092 -6.3054535, 106.8164667 -6.3062213, 106.8169388 -6.3070317, 106.8168959 -6.3074583, 106.8165311 -6.3080341, 106.8159517 -6.3081834, 106.8157586 -6.3093991, 106.8158659 -6.3100176, 106.8160161 -6.3105508, 106.8166813 -6.3106361, 106.8175825 -6.3102522))",ragunan,
