WKT,nama,deskripsi
"POLYGON ((106.8527725 -6.2370609, 106.8526116 -6.2376315, 106.8523541 -6.2377968, 106.8523434 -6.2379728, 106.8525365 -6.2380954, 106.8528369 -6.2382341, 106.8528798 -6.2383087, 106.8529979 -6.2383354, 106.8530515 -6.2382767, 106.8530354 -6.2380741, 106.8530569 -6.2379675, 106.8531695 -6.2376902, 106.8532339 -6.2374715, 106.8532446 -6.2371462, 106.8533251 -6.2369862, 106.8533197 -6.2369063, 106.8530086 -6.2368369, 106.8529013 -6.2368956, 106.8528584 -6.2370022, 106.8527725 -6.2370609))",tebet eco park,
